6,[1956121.0, 1538327.0166828085, 1340227.4460015157, 1286997.989480368, 1269617.0278860016, 1026905.3031926483, 984862.2931861151, 980540.16523355, 972894.1652335501, 965786.8574714845, 925387.1232871736, 813804.3466370618, 810259.4473208081, 799612.1104175753, 797704.73046225, 766939.9291315534, 653788.8599866143, 499837.4574247224, 493259.83261193166, 492605.0845658754, 439328.8214850548, 438407.2433525884, 430291.8550846708, 429145.8550846709, 427559.6999188821, 425605.69991888216, 416953.70906373684, 405652.5905811833, 404310.59058118326, 401802.716525281, 401584.716525281, 387431.9761811774, 387402.9761811774, 384321.47526083793, 379920.2047465768, 373626.95279971015, 372821.3368129349, 370427.3368129348, 369385.5696112967, 369236.56961129664, 343895.1602880869, 338877.92222268484, 335014.27244012896, 331699.4851454356, 328688.36113378283, 328680.36113378283, 325850.3611337826, 325804.3611337826, 314974.4090963658, 312602.4090963657],13.728277437473254
7,[5640086.261526099, 5254534.177496644, 4427994.468587061, 3899369.9439962697, 3606026.7313729944, 3146808.5006325394, 3073958.4860824556, 3038400.285157479, 3001343.2665676977, 2989888.983359147, 2955342.116883047, 2812200.8128639795, 2782055.8128639795, 2767982.7941685524, 2711333.379249992, 2702718.2444668966, 2346195.6610536887, 2177698.641028424, 2130809.635494114, 2105581.8150979895, 1945382.9754126577, 1834034.5880585455, 1801373.3911303969, 1721856.2407451225, 1718404.2407451223, 1678683.6006297425, 1478802.3070959556, 1470924.178707791, 1470038.178707791, 1462917.1787077913, 1449935.9544750548, 1441181.7827457762, 1421577.396350636, 1386463.6174795819, 1383117.6174795826, 1367940.479300288, 1350686.2279201, 1341806.715774492, 1230341.368209915, 1155577.1592567237, 1141448.1497808683, 1134509.2381066843, 1125769.434103596, 1120988.8715791488, 1111377.8067132377, 1102252.2749636574, 1079137.2400080082, 1074094.0110812723, 972939.5969575014, 933562.1652902481],15.900544601668015
8,[5439392.710646725, 5200049.849489531, 4547117.335058154, 4459325.866555488, 4043037.0117935287, 3499615.967563106, 3449527.9077755306, 3366982.7206151853, 3327056.514136831, 3192657.0214721635, 3001311.2890275586, 2975294.341534078, 2951172.3415340777, 2944037.3274543826, 2604938.504233114, 2577266.0200910866, 2494658.4194104713, 2316486.7784451004, 2298961.9228077293, 2275162.4313238463, 2196059.475583924, 2134340.0744492295, 2096469.9822988522, 1971541.8553235906, 1940468.880085769, 1836571.7286493955, 1831911.5862451673, 1831769.5862451673, 1823392.8436000226, 1709571.4310571908, 1616517.9104364684, 1610005.9104364696, 1591401.6722906525, 1567827.5466277676, 1558789.7885251993, 1333959.9038449053, 1328005.8508158806, 1318170.3371220827, 1144713.0657241168, 1044516.4225847127, 1029596.5171782777, 1011161.3799746535, 1006283.3126046164, 999500.7188546164, 930587.5451327126, 910323.5451327129, 906009.156864922, 859269.4844456739, 839149.9269481474, 825730.8913960067],17.68276453852218
9,[2258709.1229729485, 1990323.6088485909, 1840670.1643245893, 1811441.7414982303, 1780060.6777160917, 1746454.2976626211, 1529040.813765364, 1380440.6854112996, 1312976.1361719635, 1299969.0250993848, 1281992.2961473388, 1203257.0734954623, 1192958.0574082478, 1185261.6592696595, 1112179.8889258874, 1109859.5400490768, 968583.3620322511, 963076.2410969338, 916303.1627291661, 896772.6215907562, 864617.780673364, 830349.5106035323, 822914.4240823409, 805599.2767082936, 790069.687741966, 758073.5293813731, 731257.9507704909, 723907.757038263, 671179.6459922828, 624118.0863405946, 623036.509169577, 618231.3749016289, 618225.1991362637, 614540.0699275167, 610628.7957507154, 607574.4263235759, 603455.0230370676, 594301.0059885791, 533518.9251243828, 531940.0550646401, 513014.68276835285, 485408.34126829467, 478606.6284834102, 476949.62848341034, 464326.62181298924, 460147.9670523697, 373222.60951759614, 369068.609517596, 366166.4340967151, 343447.7803026582],17.851531744753323
10,[1377751.3510280284, 1190590.5855398644, 1133144.479900091, 988729.0250943931, 969016.300810436, 955305.7884127112, 918195.4073455555, 841857.750356634, 740023.4897016897, 735746.4545385796, 721658.2071515637, 711446.870008252, 695324.8362019636, 690567.0702168486, 686042.9345341754, 683576.92056426, 675428.3040876361, 634175.9412901128, 619669.1511925851, 601106.7025846466, 521768.5823315245, 505322.6004398967, 489403.4283275421, 476744.8078417578, 460541.66055465565, 453920.45743346494, 436458.72301006305, 430421.9114952579, 429775.9114952579, 405338.729015303, 379570.55210391147, 376905.3355511733, 374460.4433297815, 372083.1308314219, 371973.70885658637, 371712.0838565864, 369293.57901471807, 367262.2361887046, 359228.25477561716, 355220.54509395064, 349488.85837697785, 321900.03856242995, 320477.7498972506, 310716.3626013081, 285891.47516718146, 284681.4751671816, 255646.4062519655, 232118.39651282478, 193946.86538523174, 190178.68666788941],17.837888994316035
11,[1342438.2494550736, 1144082.7542956097, 1033786.5576951201, 952606.080509475, 913485.6517548177, 896250.1604075079, 884458.2052821852, 812178.5825186777, 785191.9220151514, 769894.261323622, 692912.9276811254, 685798.2743115219, 670890.919496823, 663325.2802436656, 657953.475200289, 654276.4752002895, 652455.4332187262, 638889.1903424585, 599480.9451262155, 583969.977575179, 507655.83057471225, 493383.11506021605, 476435.06326827395, 452853.000207684, 452357.7440265421, 438223.83303321333, 437588.8330332134, 428329.0972128235, 417010.9948101146, 416775.9948101147, 414668.57509323483, 392970.6241994016, 392811.6241994016, 368725.4012657177, 335882.68455886777, 333695.2487405742, 325811.9520584547, 304441.7831196841, 303404.78311968414, 298717.2347257294, 271527.07761461363, 265043.2869918974, 264985.2869918974, 261731.66744297603, 257704.63470964073, 205916.35254606963, 203616.97690076884, 202450.26065272684, 200167.36305495334, 199089.49225562363],17.433707388460977
12,[1513854.5674363293, 1423586.932477034, 1178205.8889780196, 1061967.6197785868, 1045742.9717125547, 1014701.4229235138, 1002143.4587572645, 924299.3434035392, 895311.90548552, 874891.0642411599, 868482.950365641, 786208.9875495478, 766193.121162684, 758583.4010611561, 754641.4010611556, 749001.0914741592, 746685.4892100195, 691362.7328921566, 672355.4532393343, 585491.1738472201, 571998.035440188, 564082.1714887079, 526754.5715192707, 509531.8065158076, 506853.39678817795, 500517.5050064951, 484527.95241891337, 457610.8604644456, 452056.1961239248, 423962.1503663148, 419363.87501998816, 418950.87501998816, 415838.65549880365, 415114.9706655274, 413528.7006575987, 407996.0489035514, 400542.25912667415, 375334.6790641888, 357279.52079850074, 350535.5719695808, 329340.3668871484, 325515.5772966551, 262819.2672288345, 255939.57498824882, 255867.57498824882, 255037.94566350794, 253475.24142400446, 216013.81158681825, 210908.1705473857, 208201.43515668873],17.539819407730988
13,[1438036.5030347502, 1350527.2185721714, 1193032.2694552059, 1143641.3657589066, 1126635.367096665, 984540.6079760498, 956318.7488579749, 881633.4886661719, 853260.8761442539, 836231.7334681548, 819712.8349377353, 811474.8318545074, 745496.850795525, 735308.4057447908, 717899.4221248811, 716282.6229879033, 703043.9331765914, 659412.212201988, 642279.7670174392, 626435.3757024758, 623584.5398477303, 525250.6260595623, 507729.6742092149, 489729.70165801625, 473840.0847500152, 468463.95222373214, 462141.93939857814, 436194.00195422454, 431660.56729012926, 429610.59679128486, 426661.654457683, 398515.0736021573, 397533.1676629398, 397279.1676629398, 395298.00983975723, 387482.5250593628, 384627.8411550439, 382856.7863157225, 378968.7283237592, 356446.9035677075, 338724.25374453096, 307096.35564710444, 305947.1031110315, 259348.96190052596, 253803.5328875714, 236056.88534685873, 229739.76101936, 206538.06782234865, 204355.4428318071, 203417.45890809046],17.878795057193557
14,[1487342.94769965, 1285948.4455241645, 1154873.700831739, 1139502.6135357989, 1057408.7091669538, 1032595.1205098775, 988438.3084962375, 913415.7419784365, 886406.250353313, 856878.5954085628, 780623.2236565057, 773325.1139372644, 768777.5298970779, 753338.3785854834, 743833.2178759662, 742040.4180981863, 729214.7880617325, 682862.6874463185, 594951.7619044567, 575276.4669845649, 547638.5728547691, 532711.8891319254, 519874.7230311102, 514773.5183231939, 495565.57562336384, 494510.57562336395, 477042.7659285976, 449882.2695273197, 422119.58714394283, 416606.556470795, 387286.2418836733, 384814.0368398987, 384714.0368398987, 383577.76100914745, 379960.7629189673, 370307.92329016427, 336077.1410489139, 332273.8475545866, 331374.1136869009, 330504.7718222787, 329773.5498084061, 317784.4355914873, 317638.27008318115, 310463.32349386014, 308629.63014296425, 285071.3769137096, 283736.57090197114, 274981.99409761315, 228808.25895852246, 203990.39184070696],17.419335339463803
15,[1815051.8710341365, 1547011.5044409032, 1401001.0380228697, 1299728.477440179, 1274538.093707846, 1223462.495427008, 1122090.054555082, 1109382.6267253617, 979664.5291284332, 958710.5546171452, 951944.9229309539, 940867.147990459, 939253.2218421308, 917138.7533685606, 911713.5151013923, 856126.2027415307, 849800.610254807, 833410.2889744678, 808236.9933705224, 700410.4227537567, 684337.2755491175, 681635.8749375917, 638043.8909816403, 617072.5833790599, 612250.5482001837, 597349.0038870651, 584503.0092625839, 550254.9067927218, 517516.6978183226, 511964.80170879554, 511668.80170879565, 475726.7456824296, 475339.7456824296, 430830.47342748125, 427915.3673402112, 409555.249155366, 406362.3542569071, 401920.25991738756, 400758.93528706545, 392469.0616549049, 390399.2218525543, 389072.2218525543, 386583.32795619156, 386408.3279561916, 383358.64999102853, 374156.21170637466, 303222.38905933267, 273690.6902216918, 271401.8125654252, 267329.81256542506],17.24566468828528
