6,[2148775.927078643, 2131846.198053649, 2027508.3177892456, 2015222.0753674877, 1828622.2376500824, 1777373.0455508416, 1769240.201593513, 1766782.201593513, 1552959.542719164, 1549615.527658809, 1544788.9502959182, 1541285.950295918, 1538847.950295918, 1532723.0467891009, 1531110.046789101, 1530569.6703285924, 1519899.1265700643, 1508928.6411053045, 1503784.6411053042, 1503024.6411053045],15.13621102760106
7,[6247457.812659128, 6136669.2041731775, 5883980.984237395, 5829817.329757766, 5417435.022940447, 5252119.430883117, 5217699.664533898, 5210887.664533898, 4688795.235476311, 4676227.835584717, 4664538.722786939, 4656329.722786938, 4650810.722786937, 4628630.47521601, 4626225.475216011, 4624552.260734427, 4586057.597690724, 4548704.121890576, 4540054.121890575, 4537854.121890576],15.314211964487956
8,[5918359.467002024, 5819323.100801622, 5585631.532791018, 5528314.867336746, 5214017.808091939, 5072473.095593522, 5033132.528307271, 5029370.528307271, 4637444.0923380945, 4625342.939503624, 4613385.555870755, 4607025.555870756, 4601797.555870756, 4575955.181444941, 4574559.181444941, 4573180.0153915, 4525596.229843155, 4483477.843653272, 4474546.843653271, 4472430.843653271],15.78149985739592
9,[2444369.684635456, 2414224.1708030486, 2301836.7048535235, 2283474.9062354807, 2133916.223197914, 2081194.3701400592, 2061945.893421335, 2060967.8934213351, 1880465.0214172585, 1875300.1349143772, 1870257.7042550237, 1868103.704255024, 1865608.7042550237, 1853466.665752521, 1853067.665752521, 1852092.360004116, 1832737.0714792376, 1813815.9009396634, 1812138.9009396634, 1811128.9009396634],15.617321065199201
10,[1481473.4537454464, 1464622.1336148158, 1398871.9879064383, 1389137.1381207807, 1294373.2002526897, 1265331.9757042462, 1251987.5322332778, 1251439.5322332776, 1127282.587836872, 1124033.0609037518, 1121554.082487796, 1120243.0824877957, 1118747.0824877955, 1111194.522867217, 1111034.5228672172, 1110615.873902364, 1098465.9367873333, 1087301.8937700815, 1085519.8937700822, 1084761.8937700815],15.56224181331978
11,[1445138.3870908683, 1427863.0110769796, 1364519.4244288318, 1354341.9371796425, 1258756.0807006126, 1228322.8838263077, 1216184.384940903, 1215730.384940903, 1091896.781194832, 1088736.6985153598, 1086410.7818308522, 1084969.7818308524, 1083701.7818308524, 1076319.7075214372, 1076036.7075214372, 1075590.3844536317, 1063643.4179859122, 1053405.0007527461, 1051883.0007527457, 1051267.0007527461],15.473556427161602
12,[1625252.0210738366, 1605679.19468038, 1536147.1320733796, 1525015.095396721, 1420766.3899949938, 1387761.5674589344, 1373672.0359993274, 1373032.0359993274, 1236881.5304163487, 1233191.952635634, 1230299.1527742473, 1228777.1527742476, 1227358.1527742483, 1218771.5612309917, 1218585.5612309917, 1218101.6687257418, 1204526.417876862, 1192291.1592341824, 1191015.1592341822, 1190296.1592341822],15.529801212558018
13,[1557590.2996624652, 1537935.8752974756, 1472667.6064460722, 1462062.480436595, 1363427.7354540934, 1331994.686174769, 1317923.2687764603, 1317271.2687764603, 1187634.0031944304, 1183993.242036028, 1180917.9403570227, 1179500.9403570227, 1178039.9403570227, 1170070.8963550224, 1169844.8963550222, 1169420.4652390622, 1154534.7132745287, 1142279.8356780487, 1140679.8356780487, 1139941.835678049],15.504925373171814
14,[1607456.7282088026, 1589541.493010177, 1520952.540522275, 1510728.945861454, 1405954.4472032606, 1375352.5477079556, 1360811.7266510958, 1360268.7266510956, 1226954.290479331, 1222986.0475986418, 1220049.7766982524, 1218310.7766982524, 1216947.7766982527, 1209027.2825510385, 1208493.2825510383, 1208036.122244028, 1194057.337172623, 1182638.9508902652, 1181523.950890265, 1180704.950890265],15.577048275594997
15,[1955244.1611666803, 1934110.2357536973, 1849062.0804290802, 1837033.7110285852, 1703540.3947102872, 1664794.7068793501, 1648233.3215895665, 1647390.3215895663, 1486869.884266584, 1482159.6617472256, 1478403.6396529188, 1476635.6396529188, 1474869.6396529186, 1465199.4403158156, 1464395.4403158156, 1463822.7320049554, 1447665.692435212, 1435038.240846962, 1433747.240846962, 1432904.240846962],15.573896181801464
