6,[2155029.9276584717, 2010192.3616756655, 2002687.4505802833, 2001492.450580283, 1846250.3355329523, 1746784.8771509808, 1745952.8771509808, 1561990.7121294646, 1332506.6608052885, 1330161.6608052882, 1246865.2581264703, 1242352.598300786, 1220988.4267114294, 1215927.72397869, 1214966.72397869, 1213722.7239786899, 1211986.72397869, 1209402.2695871831, 1207073.2993522915, 1198911.6263946327],13.387479504305848
7,[6361270.990371007, 6086443.922154216, 6064968.792943593, 6062194.792943592, 5701578.909903746, 5382010.8619520245, 5379337.8619520245, 4873387.939219535, 4162694.106818775, 4156882.106818776, 3936120.151503494, 3915365.799358706, 3848667.121268096, 3828077.2163380026, 3824781.2163380035, 3822424.2163380035, 3817201.2163380026, 3813327.800016654, 3806223.8400252997, 3778308.4770244784],14.096137835821361
8,[6029377.159086662, 5863890.800656696, 5842725.143243863, 5840568.143243863, 5592465.466951276, 5278795.817045002, 5276714.817045002, 4835932.8333543725, 4281997.290899248, 4277084.290899249, 4093339.0077401823, 4058929.1640136214, 3988694.3792975387, 3958886.41788329, 3956628.41788329, 3952814.41788329, 3948231.4178832904, 3945641.8605274255, 3938303.949746854, 3898718.0769623714],14.959021070957828
9,[2482754.8623877587, 2408205.9972599978, 2399968.700930701, 2399336.700930701, 2280085.378076057, 2147110.1961757042, 2146731.1961757042, 1965131.6337456973, 1734889.69263533, 1732661.69263533, 1661961.0052479235, 1649538.4887888054, 1622758.0538387874, 1609421.9114339808, 1608977.9114339808, 1607547.9114339808, 1605985.9114339808, 1604949.9560646494, 1601878.1088762255, 1583898.6606054225],14.79042253784102
10,[1499847.8363407736, 1448458.8021430457, 1443024.4071982296, 1442662.4071982296, 1357515.8802360087, 1276943.6745560481, 1276708.6745560484, 1168083.3971730107, 1023410.516791584, 1022076.516791584, 978508.7447383889, 970659.069019368, 955232.5248806567, 947335.9884931459, 947006.9884931459, 946163.9884931459, 945083.988493146, 944575.4721801854, 942805.0180527879, 931177.8391701439],14.50914582971336
11,[1464255.8152862221, 1408005.005915413, 1402881.5779674237, 1402617.5779674237, 1315805.1066680916, 1239000.5137059928, 1238735.5137059928, 1134348.1554066648, 989660.2185737353, 988503.2185737354, 944096.9190608385, 936940.9194561335, 921617.9342903555, 912901.8299658685, 912537.8299658685, 911654.8299658684, 910662.8299658684, 909904.6780711943, 908141.2031762582, 897191.4943036604],14.38536477687425
12,[1649275.4278748205, 1589877.0628093013, 1584101.2149077354, 1583767.2149077354, 1489188.3054258102, 1399747.1314670562, 1399442.1314670562, 1281020.067546969, 1120225.5381964613, 1118759.5381964615, 1071200.2010184578, 1063166.8673157117, 1045849.4053517998, 1036594.8139349669, 1036291.8139349669, 1035500.8139349668, 1034323.8139349668, 1033539.6976794107, 1031441.0464161165, 1019842.0168480886],14.464069218428726
13,[1584965.900440561, 1531992.0489618597, 1526923.077111739, 1526570.077111739, 1435492.717500105, 1344466.7734639973, 1344246.7734639973, 1234956.0283520063, 1084217.947862123, 1082992.9478621227, 1037254.8342475571, 1028563.1210793918, 1010858.3461520517, 1001435.1614392943, 1001173.1614392942, 1000215.1614392945, 999038.1614392943, 998364.4604504484, 996256.6687501307, 983647.7717902265],14.524101823371875
14,[1630938.575778844, 1573609.6423679444, 1568039.5757607115, 1567712.5757607115, 1474712.2110368854, 1383571.6287902175, 1383360.6287902175, 1264281.796759926, 1105991.2412636476, 1104367.2412636476, 1054963.2790645934, 1046084.019006398, 1028466.1860424398, 1019282.0467067036, 1018930.0467067035, 1018087.0467067036, 1016873.0467067037, 1015796.0970982234, 1013717.4303818777, 1001646.7826636295],14.441286184266545
15,[1976338.1841914107, 1902910.843888201, 1896380.351164567, 1895808.351164567, 1783702.3108440933, 1681442.2119817615, 1681125.2119817615, 1533754.945632808, 1339742.0800167893, 1337990.0800167893, 1273266.170541884, 1263315.6981221247, 1242593.570771676, 1232807.9076490703, 1232339.9076490703, 1231225.9076490707, 1229667.9076490707, 1227961.6468217438, 1225524.3874192855, 1212033.5036495328],14.407027499260181
16,[2755758.695482307, 2636446.977337422, 2626993.9580816193, 2625791.9580816193, 2472882.1618498066, 2337718.88291426, 2336702.88291426, 2128588.535261873, 1874263.8347650345, 1871491.8347650345, 1772776.9301929933, 1760599.439695515, 1731169.619302943, 1717837.7779527006, 1716459.7779527006, 1715055.7779527006, 1712876.7779527004, 1710741.6496322209, 1707450.5115410755, 1689079.820668694],14.380318142240924
17,[5184839.128627572, 4993904.851503025, 4975517.625025282, 4972980.625025282, 4725526.089980427, 4466193.044220977, 4463690.044220977, 4089990.089974709, 3589233.4928141553, 3584188.4928141558, 3408710.4046370927, 3384146.1922071297, 3326746.5096375756, 3301992.622291472, 3299353.622291472, 3296846.622291472, 3292766.622291472, 3289300.813106589, 3281995.3475587494, 3248932.6401796937],14.627273887113859
18,[4470456.154808715, 4325311.687167063, 4309964.18976788, 4308607.189767879, 4105196.8519914495, 3855320.21741773, 3854185.21741773, 3539225.345688857, 3083425.892742934, 3079166.892742934, 2943637.4804833382, 2919190.5519986586, 2866612.375773162, 2845141.3943025707, 2843633.394302571, 2841546.394302571, 2838525.394302571, 2836487.069514776, 2830570.8937928546, 2802723.2435272913],14.657706250083013
