6,[1362588.0, 1345602.0, 1197803.0, 1119974.0, 1103625.0, 1004840.0, 986322.0, 819601.0, 794547.0, 773727.0],7.386429548448226
7,[1744250.0, 1709660.0, 1657911.0, 1308357.0, 1113747.0, 1078909.0, 1057981.0, 925508.0, 916594.0, 717204.0],6.716123314052814
8,[1908330.0, 1829281.0, 1793660.0, 1512016.0, 1229125.0, 1221978.0, 1176656.0, 1136819.0, 989018.0, 961098.0],7.093944100179541
9,[1800107.0, 1563938.0, 1526296.0, 1498328.0, 1268435.0, 1229137.0, 1189735.0, 1068820.0, 951141.0, 885057.0],6.895273699625995
10,[1951573.0, 1678400.0, 1638169.0, 1635731.0, 1607542.0, 1306871.0, 1272995.0, 1242230.0, 1195381.0, 1074261.0],7.308000232204107
11,[1713175.0, 1681876.0, 1615308.0, 1587199.0, 1288147.0, 1076046.0, 1044000.0, 1003437.0, 901141.0, 889682.0],6.695988269475631
12,[1883344.0, 1855709.0, 1803535.0, 1531581.0, 1329526.0, 1275125.0, 1222284.0, 1105837.0, 1040461.0, 942856.0],7.140276541536351
13,[2048698.0, 1857506.0, 1779584.0, 1727030.0, 1720694.0, 1477142.0, 1270441.0, 1136143.0, 1089132.0, 1044290.0],7.2413239335643445
14,[1915376.0, 1891616.0, 1682233.0, 1647049.0, 1596409.0, 1560088.0, 1540861.0, 1330216.0, 1240659.0, 1131005.0],7.647145225503361
15,[1877727.0, 1789626.0, 1742076.0, 1732424.0, 1517666.0, 1455068.0, 1390694.0, 1271771.0, 1236439.0, 1095456.0],7.6667958932338225
16,[1950817.0, 1866091.0, 1829932.0, 1775612.0, 1625864.0, 1522713.0, 1472888.0, 1317418.0, 1289028.0, 1143351.0],7.902621962721805
17,[1880942.0, 1805544.0, 1774896.0, 1527886.0, 1316062.0, 1253243.0, 1222865.0, 1077657.0, 1043350.0, 890771.0],7.153549179426646
18,[1563511.0, 1385719.0, 1355482.0, 1333975.0, 1062553.0, 1001024.0, 972604.0, 845303.0, 839103.0, 694089.0],6.78979359164784
19,[1408130.0, 1297862.0, 1263522.0, 1259619.0, 1239238.0, 891224.0, 794700.0, 719594.0, 701364.0, 685742.0],6.946547237356614
20,[1097183.0, 1076485.0, 1045817.0, 836450.0, 779527.0, 748485.0, 720196.0, 600335.0, 563732.0, 530213.0],6.1444987059439
21,[874613.0, 858439.0, 845540.0, 752366.0, 649999.0, 618256.0, 581384.0, 515216.0, 505069.0, 479063.0],6.420060933415347
22,[407686.0, 364340.0, 331830.0, 313905.0, 290894.0, 248718.0, 228505.0, 179139.0, 166368.0, 143535.0],6.472337491077585
