6,[2075764.0151684359, 2037146.7383496938, 2033620.8888269707, 1918273.0404255206, 1728167.4199272727, 1721957.30031674, 1670816.1217421996, 1421405.1569555933, 1418067.2850116643, 1339283.6219399977, 1152136.28746551, 1149678.2874655102, 1144502.0548143473, 1142064.0548143473, 1139817.93272796],10.334297220605745
7,[6186282.378919622, 5822283.43420848, 5767511.710558946, 5758099.897901179, 5379558.256763379, 5372262.619554853, 4971084.946963324, 4911576.322697265, 4887981.545379105, 4627483.232673706, 4611755.716940766, 4208513.1236688085, 3933140.690384479, 3710670.412290769, 3703652.4122907687],11.239599515240034
8,[5865156.351584857, 5674075.984746176, 5071881.518405094, 5062674.502612823, 4815406.599963997, 4778273.687757231, 4771629.9415075425, 4417371.958099843, 4399585.139828842, 4372070.537245242, 4111706.7721498846, 3908194.385326153, 3738183.4738268405, 3725780.489210093, 3710489.2747963136],11.022358469971191
9,[2411539.8088403367, 2378042.6545796674, 2365136.504951932, 2230633.789678157, 2159650.6943985675, 2053766.628325625, 1807028.4994508992, 1791223.6792926032, 1787771.943567532, 1786552.5608383864, 1687599.6161053416, 1589486.9420540896, 1575795.0938631804, 1573025.0243887333, 1566225.778446204],11.238609573457762
10,[1446724.8763921964, 1433891.8473781268, 1433202.7499608567, 1354092.3365197366, 1289388.3156113934, 1128416.9804323493, 1090599.4898333428, 1080229.398953232, 1021720.8202972444, 958093.6232016688, 956271.8789192308, 955332.8843961427, 947535.4140965098, 944166.6495360463, 942789.3066280964],10.967100598037817
11,[1432143.8341001023, 1420326.155532353, 1341919.7357517136, 1320959.419805828, 1279100.9258251686, 1122255.7274941374, 1060571.849682496, 1058700.6174113967, 1050109.6172386834, 1049284.9700754404, 1047832.0805771952, 1039290.0770718138, 976053.1940779466, 922942.5278307318, 919509.3199741816],11.271128854016483
12,[1610048.9795471353, 1522291.4949739387, 1509692.6773070488, 1439012.573297433, 1393013.2666273203, 1370265.485428177, 1196308.2334231536, 1194144.2412279684, 1182464.8067201, 1180756.6417908266, 1171080.5083411927, 1169927.3184663374, 1101129.6904960629, 1041527.1537687554, 1037584.069569086],11.230978479366984
13,[1543429.3679564483, 1474373.1407726207, 1428850.3682210322, 1346423.3655690448, 1313747.7156890933, 1313053.1215413888, 1310636.2558584975, 1147368.112900646, 1145531.8775232607, 1133860.5156785462, 1122195.2135811227, 1110194.775412098, 1109369.5506695379, 1103775.3354077532, 1038389.9019219527],11.398116997268078
14,[1591913.094379115, 1523254.67092049, 1478545.0941985503, 1373003.5550858541, 1358572.6771549466, 1186507.2435220308, 1185806.7615701589, 1183295.7256424914, 1172582.3627999292, 1170932.000524058, 1158442.6128781869, 1088623.3982138631, 1075194.4379480076, 1072854.4379480088, 1071789.706862928],11.11246927321526
15,[1906772.0248929926, 1802668.153175456, 1786688.1195280456, 1785801.7647572462, 1732338.200147322, 1520210.9041523149, 1440030.244285396, 1437012.0905343248, 1346391.9751054824, 1344197.0649277205, 1333369.4890384953, 1320792.7151055045, 1319725.232663742, 1316912.2326637423, 1246327.3580477748],11.094043596073812
16,[2697170.829395671, 2550370.0624127067, 2462744.7102205455, 2448485.406838523, 2369161.3210879928, 2176351.517381689, 2172298.396800225, 1899853.909333319, 1870937.7144560735, 1868149.500767983, 1767747.764204901, 1759212.6683916969, 1757202.0984662995, 1744892.2853895798, 1737954.688821563],10.998660393567137
17,[5052865.00410053, 4881878.716655694, 4875000.121407563, 4323745.739054383, 4011596.36855803, 3991554.614745811, 3986067.171802643, 3961891.838943691, 3930906.6111884485, 3732114.8349736426, 3533345.258852021, 3326597.5331436046, 3310335.812180007, 3307784.163948871, 3297785.163948871],11.13713367495644
18,[4320806.00787236, 4170450.0696724895, 4164545.1737965676, 3669006.35526342, 3664416.449814943, 3638317.196058224, 3446738.04405485, 3187533.6526056174, 3176045.36028313, 3152308.925582183, 2970151.7324359254, 2958845.7324359273, 2921050.999210713, 2798848.2699116645, 2642230.717509868],11.049109891005276
19,[1903745.7972733092, 1835283.116609791, 1832718.4353437945, 1748057.3517005348, 1745733.6410769033, 1531058.9296222026, 1521428.6203304103, 1430506.6071399588, 1391529.3365108531, 1390633.4532598206, 1373598.3654777422, 1294971.4796849897, 1237121.8034743315, 1231467.803474331, 1144372.9319977725],11.153687542532127
20,[1536946.8681711864, 1467316.1934658233, 1415931.4456762953, 1246172.3680815797, 1244663.7000879066, 1243023.0620097148, 1235437.1416159824, 1220639.6906569328, 1148093.6511301538, 1117155.6772710504, 1116508.1025182612, 1041485.9148967963, 976805.2789294496, 972927.2789294496, 967997.2968036729],11.01258895891376
21,[1226558.6426215726, 1219046.3027523302, 1162446.9318736403, 1100351.967493171, 1090812.5632137784, 968843.395767639, 953329.5554996538, 920527.505123043, 919817.1750474343, 865914.1296876622, 860500.5585988103, 802807.0288464407, 799141.2480206058, 791145.5884600773, 790449.7492712127],11.099098173178659
22,[426677.28979204106, 376182.6521906436, 372909.78786653635, 371441.10548713733, 371043.10548713733, 349542.2196561147, 348524.2196561147, 335243.1001522717, 334711.10015227157, 328095.65481045854, 325189.6965425423, 306657.28628674225, 306252.2862867423, 303999.06862884096, 301570.34803582425],11.113565042373477
